title,price,transaction_type,governorate,delegation,area_m2,bedrooms,bathrooms,subcategory,publisher_name,is_shop,published_on,description,detail_url
Appartement en S+2 avec vue mer à louer - à Hammam Sousse,950.0,À Louer,Tunis,Hammam Sousse,90,2,1,flat,immobiliere Internationale,False,2026-03-24,"✨Appartement en S+2 avec vue mer a louer - a Hammam Sousse✨ 𝑳’𝒊𝒎𝒎𝒐𝒃𝒊𝒍𝒊e𝒓𝒆 𝒊𝒏𝒕𝒆𝒓𝒏𝒂𝒕𝒊𝒐𝒏𝒂𝒍𝒆 -𝑻𝒖𝒏𝒊𝒔𝒊𝒆 propose un appartement en S+2 avec vue mer, situe a 📍 Route Touristique Menchia Hammam Sousse. Cet appartement comprend : ▪ Un sejour spacieux et lumineux donnant sur une terrasse ▪ Une cuisine ▪ Deux chambres ▪ Une salle de bains ☑Chauffage central ☑Parking sous-sol Prix : 950 dt /mois💰 Merci de nous contacter 📞 𝟱𝟱 𝟱𝟮𝟴 𝟭𝟬𝟮 – 𝟱𝟯 𝟱𝟮𝟴 𝟴𝟴𝟵 Disponible WhatsApp 🌏 +𝟮𝟭𝟲 𝟱𝟱 𝟱𝟮𝟴 𝟭𝟬𝟮 – +𝟮𝟭𝟲 𝟱𝟯 𝟱𝟮𝟴 𝟴𝟴𝟵 🌐 www.immo-internationale.com.tn 📧 immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/tunis/bab-el-bhar/lac-de-tunis/appartement-en-s+2-avec-vue-mer-a-louer-a-hammam/k19khr
"A Louer Villa 3S+5 Haut Standing Avec Jardin à Sidi Mahersi, Nabeul",5000.0,À Louer,Nabeul,Sidi Mhersi,350,5,3,house,Leboulevard Immobilier,False,2026-03-26,"L’agence immobiliere Le Boulevard vous propose : #LOCATION_ANNUELLE #Reference : 1429a Une villa haut standing composee de 3 salons et 5 chambres, avec jardin, situee a Sidi Mahersi 3, Nabeul. Rez-de-jardin : un salon, un sejour, une cuisine moderne et bien equipee avec terrasse, une salle a manger, deux chambres a coucher, une salle d’eau et un jardin. Rez-de-chaussee : un spacieux salon avec terrasse, une suite parentale, deux chambres a coucher avec dressing, une salle de bain et un jardin d’hiver. • Villa en angle, entouree d’un jardin • Revetement en marbre • Place de parking sous-sol pour 3 voitures • 05 minutes de la plage a pied • Proche de toutes les commodites • Chauffage central • Climatiseurs en split • Prix : 5 000DT/ mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp (+216) 29698992| (+216) 55982862| (+216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/128932-villa-2s5-avec-jardin-a-sidi-mahersi-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/niapolis/a-louer-villa-3s+5-haut-standing-avec-jardin-a-sid/axhw9r
Appartement s3 meublé à Hammamet Nord,1400.0,À Louer,Nabeul,Hammamet Nord,120,3,1,flat,immo ideale,False,2025-10-08,"REF : Appartement Touline A louer chez l’ideale immobiliere Hammamet un superbe appartement S+3 meuble haut standing situe a Hammamet Nord, dans un quartier residentiel calme, a quelques minutes de la plage et proche de toutes les commodites (supermarches, cafes, ecoles…). Il se trouve dans un immeuble propre et securise, offrant un cadre de vie confortable et elegant. L’appartement est entierement meuble avec gout, dispose d’un chauffage central et de la climatisation, d’une cuisine equipee, de chambres spacieuses avec rangements, d’un salon lumineux et d’une salle bain. Il est ideal pour une location annuelle. Contactez-nous pour plus d’informations ou pour planifier une visite !",https://www.houni.tn/en/property/rent/flat/nabeul/hammamet/mrezga/appartement-s3-meuble-a-hammamet-nord/qdibvv
Appartement NEUF à louer à EL Haouaria,480.0,À Louer,Tunis,rue Daoued Arbi Miladi,95,3,1,flat,Wahid Hmida,False,2023-06-03,"Dans un immeuble recent, nous avons un appartement vide non meuble a louer ; appartement avec salon et 3 chambres a coucher + cuisine et salle d’eaux. Loyer: 480 dinars/mois. On est situe au centre ville derriere magasin aziza et odysse dans une zone calme a quelques metres de la station taxis et louages. pour plus d'infos, merci de nous contacter au tel: 56 528 349 ou 29 834 899.",https://www.houni.tn/en/property/rent/flat/tunis/bab-el-bhar/lac-de-tunis/appartement-neuf-a-louer-a-el-haouaria/gvhjac
"Location Estivale : Villa S+4 Pied Dans L'eau Avec Piscine à Benikhiar, Nabeul",,À Louer,Nabeul,Benikhiar,400,4,2,house,Leboulevard Immobilier,False,2026-03-25,"L’agence immobiliere le boulevard vous propose : #Location_Estivale #Reference : 1086a Villa S+4 avec piscine pied dans l’eau situee a Benikhiar, Nabeul Au rez de chaussee on a un salon vu sur mer, 3 chambres a coucher, une cuisine bien equipee, Salle d’eau et douche a l’exterieur. Au 1er etage on trouve une suite parentale avec grande terrasse. • 4 Climatiseurs chaud-froid • Piscine • Abri pour 3 voitures • Coin barbecue • Camera surveillance • Alarme Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp : 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/104925-villa-s4-avec-piscine-pied-dans-l-eau-a-benikhiar-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/beni-khiar/beni-khiar/location-estivale-villa-s+4-pied-dans-l-eau-avec/iwoxo
"A Louer Appartement S+1 Haut Standing à AFH Mrezga, Nabeul",1200.0,À Louer,Nabeul,AFH Mrezga,60,1,1,flat,Leboulevard Immobilier,False,2026-03-25,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1147a Un appartement S+1 haut standing dans une residence bien securisee situee a AFH Mrezge, cite El Wafa, Nabeul. Il se compose d'un salon ayant un balcon une cuisine bien equipee (Plaque, hotte, four, refrigerateur, machine a laver…), salle d’eau et une chambre a coucher avec dressing. • 2 Climatiseurs • Chauffage central • Place de parking sous-sol • Ascenseur • Piscine collective • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salle de sport…) • Prix : 1 200DT / mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/110760-appartement-s1-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-haut-standing-a-afh-mrezga/rv0uhm
"A Louer Appartement S+1 Haut Standing à AFH Mrezga, Nabeul",1100.0,À Louer,Nabeul,AFH Mrezga,60,1,1,flat,Leboulevard Immobilier,False,2026-03-25,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 788a Un appartement S+1 haut standing, meuble dans une residence bien securisee situee a AFH Mrezge, cite El Wafa, Nabeul. Il se compose d'un salon ayant un balcon vu sur montagne, une cuisine bien equipee (Plaque, hotte, four, refrigerateur, machine a laver…), salle d’eau et une chambre a coucher avec dressing. • 2 Climatiseurs • Chauffage central • Abri de voiture • Double ascenseur • Piscine collective • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salle de sport…) • Prix : 1 100DT /Mois Pour plus d'informations, contactez-nous sur : Telephone : 29 698 992| 55 982 862 | 22 232 885 WhatsApp (+216) 29 698 992| (+216)55 982 862| (+216) 22 232 885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/80115-appartement-s1-meuble-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-haut-standing-a-afh-mrezga/qoxo62
Location annuelle : Appartement de luxe en S+2 à -Sahloul 4,1600.0,À Louer,Tunis,Rue Marrakech khezama est,90,2,1,flat,immobiliere Internationale,False,2026-03-24,"✨Location annuelle : Appartement de luxe en S+2 a -Sahloul 4✨ 𝑳’𝒊𝒎𝒎𝒐𝒃𝒊𝒍𝒊e𝒓𝒆 𝒊𝒏𝒕𝒆𝒓𝒏𝒂𝒕𝒊𝒐𝒏𝒂𝒍𝒆 -𝑻𝒖𝒏𝒊𝒔𝒊𝒆 vous presente un luxueux appartement de S+2 au rez-de-chaussee avec entree independante, jamais habite, situe a 📍 Sahloul 4. Cet appartement comprend : ▪ Un sejour spacieux et lumineux donnant sur une terrasse ▪ Une cuisine ▪ Deux chambres avec placard ▪ Une salle de bain Cet appartement bien equipee par : ☑ Climatisation ☑ Chauffage Centrale ☑ Parking Prix : 1600 dt /mois💰 ( legerement negociable ) Merci de nous contacter 📞 𝟱𝟱 𝟱𝟮𝟴 𝟭𝟬𝟮 – 𝟱𝟯 𝟱𝟮𝟴 𝟴𝟴𝟵 Disponible WhatsApp 🌏 +𝟮𝟭𝟲 𝟱𝟱 𝟱𝟮𝟴 𝟭𝟬𝟮 – +𝟮𝟭𝟲 𝟱𝟯 𝟱𝟮𝟴 𝟴𝟴𝟵 🌐 www.immo-internationale.com.tn 📧 immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/tunis/bab-el-bhar/lac-de-tunis/location-annuelle-appartement-de-luxe-en-s+2-a/lny5mx
Charmant appartement S+3 à louer -à Khzema,2000.0,À Louer,Tunis,Khzema  est,140,3,1,flat,immobiliere Internationale,False,2026-03-18,"✨Charmant appartement S+3 a louer -a Khzema ✨ 𝑳’𝒊𝒎𝒎𝒐𝒃𝒊𝒍𝒊e𝒓𝒆 𝒊𝒏𝒕𝒆𝒓𝒏𝒂𝒕𝒊𝒐𝒏𝒂𝒍𝒆 -𝑻𝒖𝒏𝒊𝒔𝒊𝒆 propose des locations annuelles👉Un charmant appartement en S+3 entierement meuble a 📍Khzema, Sousse. Cet appartement comprend : ▪ Un sejour spacieux et lumineux donnant sur un balcon ▪ Trois chambres ▪ Une cuisine entierement equipee et meublee ▪ Une salle de bains + Salle d'eau Cet appartement bien agence dispose egalement de : ▪ Climatisation ▪ Chauffage centrale ▪ place parking sous sol Prix de location : 2000 DT (Mois) 💰 Merci de nous contacter 📞 𝟱𝟱 𝟱𝟮𝟴 𝟭𝟬𝟮 – 𝟱𝟯 𝟱𝟮𝟴 𝟴𝟴𝟵 Disponible WhatsApp 🌏 +𝟮𝟭𝟲 𝟱𝟱 𝟱𝟮𝟴 𝟭𝟬𝟮 – +𝟮𝟭𝟲 𝟱𝟯 𝟱𝟮𝟴 𝟴𝟴𝟵 🌐 www.immo-internationale.com.tn 📧 immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/tunis/bab-el-bhar/lac-de-tunis/charmant-appartement-s+3-a-louer-a-khzema/ke9qc
Grand appartement très haut standing cité skik,1220.0,À Louer,Tunis,Cite Skik - Le Bardo,100,2,1,flat,Fethi,False,2026-03-24,"- grands: s + 2 chambres + cuisine + sdb + balcon (donnant sur la cuisine) - disponible immediatement - chaudiere mixte et radiateur haute gamme dans chaque piece - fenetres avec vitre double et volet electrique - fer forge dans toutes les fenetres - marbre dans toutes les chambres - cuisine tres bonne qualite + plaque + hotte + evier : 2 bacs d'eau - gaz de ville - sanitaires roca et robinetterie grohe - interphone pour commande de l'ouverture de porte principale - preinstallation de clim dans chaque piece - deux clim installes - preinstallation des 3 paraboles + cable - alarmes et cameras de surveillance - portes en bois acajou - armoires de rangement spacieux - staff dans toutes les pieces et couloir - thermostat pour controler la temperature ambiante en hiver - detecteur de gaz dans la cuisine - dans une cite tres calme, agreable et pres de toute commodite : transport, commerce, hopitaux, centre-ville, route x, etc. si vous etes interesse, merci d'appeler le numero ci-apres ou de me contacter par un email pour que vous puissiez visiter l'appartement.",https://www.houni.tn/en/property/rent/flat/tunis/el-omrane/ras-tabia/grand-appartement-tres-haut-standing-cite-skik/35vrwb
Appartement s0 meublé aux Jardins de Carthage,1500.0,À Louer,Tunis,jardins de Carthage,45,1,1,flat,La croisette immobilière,False,2026-03-23,"La Croisette Immobiliere Tunisie vous propose a la location un appartement S0 meuble occupant le premier etage d’une residence gardee aux Jardins de Carthage. Ce dernier est compose d'un salon, d'une cuisine amenagee et equipee et d'une salle d'eau avec douche a l'italienne. L'appartement est equipe du chauffage central et de climatiseurs et dispose d'une place gardee. ref:MAL1962",https://www.houni.tn/en/property/rent/flat/tunis/la-marsa/sidi-daoued/appartement-s0-meuble-aux-jardins-de-carthage/zf9rrl
un bien pour toute l’année avec parking en plein zone touristique Mahdia,1200.0,À Louer,Mahdia,Mahdia,124,2,2,flat,orpi  el hana,False,2026-02-05,"‼𝐋𝐎𝐂𝐀𝐓𝐈𝐎𝐍 𝐀 𝐋’𝐀𝐍𝐍𝐄𝐄 ‼ 𝓼+2 𝓷𝓮𝓾𝓯 𝓪𝓿𝓮𝓬 𝓟𝓪𝓻𝓴𝓲𝓷𝓰 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 #𝑨𝒈𝒆𝒏𝒄𝒆_𝑬𝑳_𝑯𝑨𝑵𝑨_𝑶𝑹𝑩𝑰 📣 📌 𝑈𝑛𝑒 𝑜𝑝𝑝𝑜𝑟𝑡𝑢𝑛𝑖𝑡𝑒 𝑟𝑎𝑟𝑒 𝑒𝑛 𝑙𝑜𝑐𝑎𝑡𝑖𝑜𝑛 𝑎𝑛𝑛𝑢𝑒𝑙𝑙𝑒, 𝑑𝑎𝑛𝑠 𝑢𝑛 𝑠𝑒𝑐𝑡𝑒𝑢𝑟 𝑡𝑟𝑒𝑠 𝑟𝑒𝑐ℎ𝑒𝑟𝑐ℎ𝑒, 𝑖𝑑𝑒𝑎𝑙𝑒 𝑝𝑜𝑢𝑟 𝑢𝑛 𝑐𝑎𝑑𝑟𝑒 𝑑𝑒 𝑣𝑖𝑒 𝑐𝑜𝑛𝑓𝑜𝑟𝑡𝑎𝑏𝑙𝑒 𝑒𝑡 𝑑𝑢𝑟𝑎𝑏𝑙𝑒. 🔹 Composition : ✅ Salon spacieux ouvert sur balcon 🌿 ✅ Cuisine amenagee et equipee 🍝 ✅ Chambre parentale avec suite ✅ Chambre d’enfant ✅ 02 Salle d’eau 🛁 ✅ Situe au 2ᵉ etage 🏢 🔹 Prestations : ✅ Parking sous-sol 🚗 ✅ Climatisation centrale ❄🔥 ✅ Ascenseur ✅ Residence moderne ✅ Environnement calme et securise ✅ proche de la plage ✅ Gardiennage jour et nuit ✅ Emplacement strategique proche de toutes commodites 💷 #Prix : 1200 DT / mois (avec parking sous-sol) ➡𝗣𝗼𝘂𝗿 𝗽𝗹𝘂𝘀 𝗱’𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 📞5𝟐9𝟓0𝟏6𝟗 visiter l’offre sur notre page facebook",https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/zouila/un-bien-pour-toute-l’annee-avec-parking-en-plein-z/42pwwr
a l’année s+2 sur la route principale à borj arif mahdia,650.0,À Louer,Mahdia,borj arif mahdia,102,2,1,flat,orpi  el hana,False,2026-03-23,"‼𝐋𝐨𝐜𝐚𝐭𝐢𝐨𝐧 𝐩𝐨𝐮𝐫 𝐥𝐨𝐧𝐠𝐮𝐞 𝐝𝐮𝐫𝐞𝐞 ‼ 𝓼+2 𝓈𝓊𝓇 𝓁𝒶 𝓇ℴ𝓊𝓉ℯ 𝓅𝓇𝒾𝓃𝒸𝒾𝓅𝒶𝓁ℯ 📍𝗯𝗼𝗿𝗷 𝗮𝗿𝗶𝗳 𝗺𝗮𝗵𝗱𝗶𝗮 📌 𝑫𝒆𝒔𝒄𝒓𝒊𝒑𝒕𝒊𝒐𝒏 𝒅𝒖 𝒃𝒊𝒆𝒏 : 𝑎𝑔𝑒𝑛𝑐𝑒 𝑬𝑳 𝑯𝑨𝑵𝑨 𝑶𝑹𝑩𝑰 𝑣𝑜𝑢𝑠 𝑝𝑟𝑜𝑝𝑜𝑠𝑒 𝑙𝑎 𝒍𝒐𝒄𝒂𝒕𝒊𝒐𝒏 𝒂𝒏𝒏𝒖𝒆𝒍𝒍𝒆 ; 𝑢𝑛 𝑎𝑝𝑝𝑎𝑟𝑡𝑒𝑚𝑒𝑛𝑡 𝑆+2 𝒏𝒆𝒖𝒇 𝒆𝒕 𝒋𝒂𝒎𝒂𝒊𝒔 𝒉𝒂𝒃𝒊𝒕𝒆 , 𝑠𝑖𝑡𝑢𝑒 𝑎𝑢 2ᵉme 𝒆𝒕𝒂𝒈𝒆 𝒂𝒗𝒆𝒄 𝒂𝒔𝒄𝒆𝒏𝒔𝒆𝒖𝒓 🏢, 𝑏𝑒𝑛𝑒𝑓𝑖𝑐𝑖𝑎𝑛𝑡 𝑑’𝑢𝑛 𝑒𝑚𝑝𝑙𝑎𝑐𝑒𝑚𝑒𝑛𝑡 𝑠𝑡𝑟𝑎𝑡𝑒𝑔𝑖𝑞𝑢𝑒 𝑑𝑎𝑛𝑠 𝑙𝑒 𝑞𝑢𝑎𝑟𝑡𝑖𝑒𝑟 𝑟𝑒𝑐ℎ𝑒𝑟𝑐ℎ𝑒 𝑜𝑓𝑓𝑟𝑎𝑛𝑡 𝑢𝑛 𝑐𝑎𝑑𝑟𝑒 𝑑𝑒 𝑣𝑖𝑒 𝑐𝑎𝑙𝑚𝑒, 𝑓𝑜𝑛𝑐𝑡𝑖𝑜𝑛𝑛𝑒𝑙 𝑒𝑡 𝑐𝑜𝑛𝑓𝑜𝑟𝑡𝑎𝑏𝑙𝑒. 🔹 𝐂𝐨𝐦𝐩𝐨𝐬𝐢𝐭𝐢𝐨𝐧 : ✅ Salon spacieux ouvert sur Balcon 🛋 ✅ 02 Chambres a coucher avec dressing 🛏🛏 ✅ cuisine ouvert sur sechoir 🍝 ✅ 01 salle de bain🛁 🔹 𝐏𝐫𝐞𝐬𝐭𝐚𝐭𝐢𝐨𝐧𝐬 : ✅ Chauffage Centrale🔥 ✅ Ascenseur 🏢 ✅ Residence securise avec digicode ✅ Sur la route Principale ✅ Proche de toutes commodites ✅ Gardiennage jour et nuit 💷#Prix: 650 d par mois ➡𝗣𝗼𝘂𝗿 𝗽𝗹𝘂𝘀 𝗱’𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 📞5𝟐9𝟓0𝟏6𝟗 , 𝘃𝗲𝘂𝗶𝗹𝗹𝗲𝘇 𝘃𝗶𝘀𝗶𝘁𝗲𝗿 𝗻𝗼𝘁𝗿𝗲 𝙥𝙖𝙜𝙚 𝙛𝙖𝙘𝙚𝙗𝙤𝙤𝙠 :👇👇 visiter l’offre sur notre page Facebook",https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/zouila/a-l’annee-s+2-sur-la-route-principale-a-borj-arif/c0x3bf
pour toute l’année studio s+1 à hiboune mahdia,580.0,À Louer,Mahdia,mahdia hiboune,50,1,1,flat,orpi  el hana,False,2026-03-23,"‼𝐥𝐨𝐜𝐚𝐭𝐢𝐨𝐧 𝐩𝐨𝐮𝐫 𝘁𝗼𝘂𝘁𝗲 𝗹’𝗮𝗻𝗻𝗲𝗲 ‼ 𝓼+1 𝓹𝓸𝓾𝓻 𝓵𝓮 𝓶𝓮𝓭𝓮𝓬𝓲𝓷 📍𝙝𝙞𝙗𝙤𝙪𝙣𝙚 𝙢𝙖𝙝𝙙𝙞𝙖 #𝑨𝒈𝒆𝒏𝒄𝒆_𝑬𝑳_𝑯𝑨𝑵𝑨_𝑶𝑹𝑩𝑰 📣 📌 𝑫𝒆𝒔𝒄𝒓𝒊𝒑𝒕𝒊𝒐𝒏 𝒅𝒖 𝒃𝒊𝒆𝒏 : 𝐿’𝑎𝑔𝑒𝑛𝑐𝑒 𝑬𝑳 𝑯𝑨𝑵𝑨 𝑶𝑹𝑩𝑰 𝑣𝑜𝑢𝑠 𝑝𝑟𝑜𝑝𝑜𝑠𝑒 𝑎 𝑙𝑎 𝒍𝒐𝒄𝒂𝒕𝒊𝒐𝒏 𝒂𝒏𝒏𝒖𝒆𝒍𝒍𝒆 𝑢𝑛 𝒔𝒕𝒖𝒅𝒊𝒐, 𝑠𝑖𝑡𝑢𝑒 𝑎𝑢 2ᵉ 𝒆𝒕𝒂𝒈𝒆 𝒂𝒗𝒆𝒄 𝒂𝒔𝒄𝒆𝒏𝒔𝒆𝒖𝒓 🏢, 𝑏𝑒𝑛𝑒𝑓𝑖𝑐𝑖𝑎𝑛𝑡 𝑑’𝑢𝑛 𝑒𝑚𝑝𝑙𝑎𝑐𝑒𝑚𝑒𝑛𝑡 𝑠𝑡𝑟𝑎𝑡𝑒𝑔𝑖𝑞𝑢𝑒 𝑎 𝑝𝑟𝑜𝑥𝑖𝑚𝑖𝑡𝑒 𝑑𝑒 𝑙’ℎ𝑜𝑝𝑖𝑡𝑎𝑙, 𝑑𝑎𝑛𝑠 𝑙𝑒 𝑞𝑢𝑎𝑟𝑡𝑖𝑒𝑟 𝑟𝑒𝑐ℎ𝑒𝑟𝑐ℎ𝑒 𝑑𝑒 𝑯𝒊𝒃𝒐𝒖𝒏𝒆 𝒎𝒂𝒉𝒅𝒊𝒂, 𝑜𝑓𝑓𝑟𝑎𝑛𝑡 𝑢𝑛 𝑐𝑎𝑑𝑟𝑒 𝑑𝑒 𝑣𝑖𝑒 𝑐𝑎𝑙𝑚𝑒, 𝑓𝑜𝑛𝑐𝑡𝑖𝑜𝑛𝑛𝑒𝑙 𝑒𝑡 𝑐𝑜𝑛𝑓𝑜𝑟𝑡𝑎𝑏𝑙𝑒.. 🔹 Composition : ✅ Salon confortable ✅ kitchenette amenage et equipe 🍝 ✅ Chambre a coucher avec dressing 🛏🛏 ✅ 01 Salle d’eau 🚿 🔹 Prestations : ✅ Ascenseur ✅ chauffee🔥 ✅ Residence securisee avec cameras de surveillance 🔐📹 ✅ Proche de toutes commodites 💷 #Prix : 580d par mois ⭕ pour plus d’informations merci de contacter l’#agence sur 52950169",https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/pour-toute-l’annee-studio-s+1-a-hiboune-mahdia/gfvbss
